Date,Bay,TrapEffort,Precip,Tmin,Tmax,LunarBright
9/2/04,5148,0,NA,NA,NA,0.89
9/3/04,5148,0,NA,NA,NA,0.81
9/4/04,5148,0,NA,NA,NA,0.73
9/5/04,5148,0,NA,NA,NA,0.64
9/6/04,5148,0,NA,NA,NA,0.54
9/7/04,5148,0,NA,NA,NA,0.45
9/8/04,5148,0,NA,NA,NA,0.35
9/9/04,5148,0,NA,NA,NA,0.27
9/10/04,5148,0,NA,NA,NA,0.19
9/11/04,5148,0,NA,NA,NA,0.12
9/12/04,5148,0,NA,NA,NA,0.06
9/13/04,5148,0,NA,NA,NA,0.02
9/14/04,5148,0,NA,NA,NA,0
9/15/04,5148,272,0.3,24,27,0
9/16/04,5148,272,0.6,24,26,0.03
9/17/04,5148,272,20.7,27,29,0.08
9/18/04,5148,272,0.6,21,25,0.15
9/19/04,5148,272,0,20,27,0.24
9/20/04,5148,272,0,17,25,0.34
9/21/04,5148,272,0,18,23,0.45
9/22/04,5148,272,0,13,26,0.56
9/23/04,5148,272,0,20,28,0.68
9/24/04,5148,272,0,22,30,0.78
9/25/04,5148,272,0,22,29,0.86
9/26/04,5148,272,0,23,26,0.93
9/27/04,5148,272,25,26,26,0.98
9/28/04,5148,272,25,15,25,1
9/29/04,5148,272,0,22,28,0.99
9/30/04,5148,272,0,22,28,0.97
10/1/04,5148,272,0,18,29,0.92
10/2/04,5148,272,0,22,30,0.86
10/3/04,5148,272,0,19,32,0.79
10/4/04,5148,272,0.1,17,30,0.71
10/5/04,5148,272,0,15,27,0.62
10/6/04,5148,272,0,16,29,0.52
10/7/04,5148,272,0,14,24,0.43
10/8/04,5148,272,0,13,26,0.33
10/9/04,5148,272,0,16,23,0.25
10/10/04,5148,272,0,18,25,0.17
10/11/04,5148,272,0,18,25,0.1
10/12/04,5148,272,0,21,26,0.04
10/13/04,5148,272,4.7,21,27,0.01
10/14/04,5148,272,0,15,27,0
10/15/04,5148,272,10.8,12,28,0.02
10/16/04,5148,272,0,9,21,0.06
10/17/04,5148,272,0,12,24,0.12
10/18/04,5148,272,0,15,26,0.21
10/19/04,5148,272,0,17,26,0.31
10/20/04,5148,272,1,18,27,0.42
10/21/04,5148,272,0,17,26,0.53
10/22/04,5148,272,0,16,21,0.65
10/23/04,5148,272,0,13,24,0.75
10/24/04,5148,272,0.4,13,22,0.84
10/25/04,5148,272,0.2,15,20,0.91
10/26/04,5148,272,0.4,16,26,0.96
10/27/04,5148,272,0,12,22,0.99
10/28/04,5148,272,0,16,24,1
10/29/04,5148,272,0.8,17,21,0.99
10/30/04,5148,272,0,16,24,0.96
10/31/04,5148,272,0,16,29,0.91
11/1/04,5148,272,0,15,31,0.85
11/2/04,5148,272,0.2,21,30,0.77
11/3/04,5148,272,0,20,30,0.69
11/4/04,5148,272,0,20,29,0.6
11/5/04,5148,272,11.5,11,24,0.5
11/6/04,5148,272,0,7,21,0.41
11/7/04,5148,272,0,6,23,0.31
11/8/04,5148,272,0,9,25,0.22
11/9/04,5148,272,0,8,25,0.14
11/10/04,5148,272,0,3,19,0.07
11/11/04,5148,272,0,7,20,0.03
11/12/04,5148,272,0.5,14,19,0
11/13/04,5148,272,3,12,22,0.01
11/14/04,5148,272,0,9,17,0.04
11/15/04,5148,272,0,1,15,0.1
11/16/04,5148,272,0,0,19,0.18
11/17/04,5148,272,0,4,21,0.28
11/18/04,5148,272,0,6,19,0.39
11/19/04,5148,272,0,10,23,0.5
11/20/04,5148,272,0,13,25,0.61
11/21/04,5148,272,0,16,26,0.71
11/22/04,5148,272,0,16,24,0.8
11/23/04,5148,272,1.9,16,23,0.88
11/24/04,5148,272,60.8,17,20,0.93
11/25/04,5148,272,7.2,13,21,0.97
11/26/04,5148,272,0,1,16,1
11/27/04,5148,0,NA,NA,NA,1
11/28/04,5148,544,18,1,16,0.98
11/29/04,5148,0,NA,NA,NA,0.95
11/30/04,5148,544,0,3,19,0.9
12/1/04,5148,272,0.8,14,20,0.84
12/2/04,5148,272,0,2,19,0.76
12/3/04,5148,272,0,3,21,0.68
12/4/04,5148,272,0,4,19,0.58
12/5/04,5148,272,0,2,20,0.48
12/6/04,5148,272,0,9,19,0.38
12/7/04,5148,272,0,13,22,0.29
12/8/04,5148,272,0,14,24,0.19
12/9/04,5148,272,1.6,13,26,0.11
12/10/04,5148,272,28.7,19,25,0.05
12/11/04,5148,272,0,7,24,0.01
12/12/04,5148,0,NA,NA,NA,0
12/13/04,5148,544,0,3,16,0.02
12/14/04,5148,272,0,1,19,0.07
12/15/04,5148,0,NA,NA,NA,0.14
12/16/04,5148,544,0,-5,11,0.24
12/17/04,5148,0,NA,NA,NA,0.34
12/18/04,5148,544,0,0,17,0.45
12/19/04,5148,0,NA,NA,NA,0.56
12/20/04,5148,0,NA,NA,NA,0.66
12/21/04,5148,816,0,-5,20,0.75
12/22/04,5148,0,NA,NA,NA,0.83
12/23/04,5148,544,8.3,1,21,0.9
12/24/04,5148,272,0,3,21,0.95
12/25/04,5148,0,NA,NA,NA,0.98
12/26/04,5148,0,NA,NA,NA,1
12/27/04,5148,816,22.8,-2,9,1
12/28/04,5148,272,0.3,-4,9,0.98
12/29/04,5148,0,NA,NA,NA,0.94
12/30/04,5148,0,NA,NA,NA,0.89
12/31/04,5148,816,0,-1,22,0.82
1/1/05,5148,0,NA,NA,NA,0.74
1/2/05,5148,544,0,6,25,0.65
1/3/05,5148,0,NA,NA,NA,0.56
1/4/05,5148,544,0,8,25,0.45
1/5/05,5148,0,NA,NA,NA,0.35
1/6/05,5148,544,0,10,26,0.25
1/7/05,5148,272,0.3,13,24,0.16
1/8/05,5148,272,0,14,25,0.08
1/9/05,5148,0,NA,NA,NA,0.03
1/10/05,5148,544,0,4,24,0
1/11/05,5148,0,NA,NA,NA,0.01
1/12/05,5148,544,0,8,24,0.05
1/13/05,5148,0,NA,NA,NA,0.11
1/14/05,5148,544,25.4,13,25,0.19
1/15/05,5148,0,NA,NA,NA,0.29
1/16/05,5148,544,0,6,15,0.39
1/17/05,5148,0,NA,NA,NA,0.49
1/18/05,5148,544,0,-5,14,0.59
1/19/05,5148,0,NA,NA,NA,0.69
1/20/05,5148,544,0,-6,9,0.77
1/21/05,5148,0,NA,NA,NA,0.85
1/22/05,5148,544,0,4,21,0.91
1/23/05,5148,272,5.2,-2,16,0.95
1/24/05,5148,0,NA,NA,NA,0.98
1/25/05,5148,0,NA,NA,NA,1
1/26/05,5148,816,0,-7,19,0.99
1/27/05,5148,0,NA,NA,NA,0.97
1/28/05,5148,544,0,0,22,0.93
1/29/05,5148,0,NA,NA,NA,0.87
1/30/05,5148,544,17.8,-1,6,0.8
1/31/05,5148,0,NA,NA,NA,0.71
2/1/05,5148,544,0.4,1,14,0.62
2/2/05,5148,0,NA,NA,NA,0.51
2/3/05,5148,544,15.7,4,12,0.4
2/4/05,5148,0,NA,NA,NA,0.3
2/5/05,5148,544,0,2,18,0.2
2/6/05,5148,0,NA,NA,NA,0.11
2/7/05,5148,544,0,1,19,0.05
2/8/05,5148,0,NA,NA,NA,0.01
2/9/05,5148,544,0,4,23,0
2/10/05,5148,272,18.1,8,16,0.02
2/11/05,5148,0,NA,NA,NA,0.07
2/12/05,5148,0,NA,NA,NA,0.14
2/13/05,5148,816,0,1,19,0.23
2/14/05,5148,0,NA,NA,NA,0.32
2/15/05,5148,544,6,9,19,0.42
2/16/05,5148,0,NA,NA,NA,0.52
2/17/05,5148,544,0,10,22,0.62
2/18/05,5148,0,NA,NA,NA,0.71
2/19/05,5148,544,0,-3,18,0.79
2/20/05,5148,0,NA,NA,NA,0.86
2/21/05,5148,544,5.8,5,20,0.92
2/22/05,5148,272,23,11,22,0.96
2/23/05,5148,0,NA,NA,NA,0.99
2/24/05,5148,544,29.1,8,25,1
2/25/05,5148,272,1.2,6,13,0.99
2/26/05,5148,0,NA,NA,NA,0.96
2/27/05,5148,0,NA,NA,NA,0.91
2/28/05,5148,816,23.2,1,12,0.85
3/1/05,5148,272,0.1,3,12,0.76
3/2/05,5148,0,NA,NA,NA,0.67
3/3/05,5148,544,0,-2,14,0.56
3/4/05,5148,272,0,-2,16,0.45
3/5/05,5148,272,0,1,23,0.34
3/6/05,5148,0,NA,NA,NA,0.23
3/7/05,5148,0,NA,NA,NA,0.14
3/8/05,5148,816,12.6,2,25,0.07
3/9/05,5148,0,NA,NA,NA,0.02
3/10/05,5148,0,NA,NA,NA,0
3/11/05,5148,816,0,-1,17,0.01
3/12/05,5148,0,NA,NA,NA,0.04
3/13/05,5148,544,0,4,25,0.1
3/14/05,5148,0,NA,NA,NA,0.17
3/15/05,5148,544,0,4,28,0.26
3/16/05,5148,272,25.8,8,19,0.35
3/17/05,5148,272,3.4,4,9,0.44
3/18/05,5148,0,NA,NA,NA,0.54
3/19/05,5148,544,0,2,20,0.63
3/20/05,5148,0,NA,NA,NA,0.72
3/21/05,5148,544,0,4,24,0.8
3/22/05,5148,0,NA,NA,NA,0.87
3/23/05,5148,544,10.7,10,23,0.93
3/24/05,5148,0,NA,NA,NA,0.97
3/25/05,5148,544,0,8,27,0.99
3/26/05,5148,0,NA,NA,NA,1
3/27/05,5148,544,54,10,27,0.98
3/28/05,5148,272,30.8,12,20,0.94
3/29/05,5148,272,3.1,9,26,0.88
3/30/05,5148,272,0,8,28,0.8
3/31/05,5148,272,0,14,29,0.7
4/1/05,5148,272,6,13,19,0.6
4/2/05,5148,272,10.5,11,19,0.48
4/3/05,5148,0,NA,NA,NA,0.37
4/4/05,5148,544,0,9,22,0.26
4/5/05,5148,0,NA,NA,NA,0.17
4/6/05,5148,544,0,10,30,0.09
4/7/05,5148,0,NA,NA,NA,0.03
4/8/05,5148,544,9.8,16,28,0.01
4/9/05,5148,272,0.2,14,24,0
4/10/05,5148,0,NA,NA,NA,0.02
4/11/05,5148,0,NA,NA,NA,0.06
4/12/05,5148,816,0,9,28,0.12
4/13/05,5148,0,NA,NA,NA,0.2
4/14/05,5148,544,0.2,8,27,0.28
4/15/05,5148,0,NA,NA,NA,0.37
4/16/05,5148,544,0,5,21,0.46
4/17/05,5148,0,NA,NA,NA,0.56
4/18/05,5148,544,0,5,24,0.65
4/19/05,5148,0,NA,NA,NA,0.74
4/20/05,5148,544,0,9,31,0.82
4/21/05,5148,0,NA,NA,NA,0.89
4/22/05,5148,544,0,12,30,0.95
4/23/05,5148,272,16.8,12,31,0.98
4/24/05,5148,0,NA,NA,NA,1
4/25/05,5148,0,NA,NA,NA,0.99
4/26/05,5148,816,1.5,4,30,0.96
4/27/05,5148,272,0.1,14,20,0.9
4/28/05,5148,272,0,6,25,0.83
4/29/05,5148,0,NA,NA,NA,0.73
4/30/05,5148,0,NA,NA,NA,0.62
5/1/05,5148,816,16,14,27,0.51
5/2/05,5148,272,0,11,23,0.39
5/3/05,5148,0,NA,NA,NA,0.29
5/4/05,5148,544,0,11,27,0.19
5/5/05,5148,0,NA,NA,NA,0.11
5/6/05,5148,544,0.6,11,27,0.05
5/7/05,5148,0,NA,NA,NA,0.01
5/8/05,5148,544,0,9,27,0
5/9/05,5148,0,NA,NA,NA,0.01
5/10/05,5148,544,0,14,32,0.04
5/11/05,5148,272,29.8,13,31,0.08
5/12/05,5148,272,0,14,27,0.14
5/13/05,5148,0,NA,NA,NA,0.22
5/14/05,5148,544,0,15,31,0.3
5/15/05,5148,0,NA,NA,NA,0.39
5/16/05,5148,544,16.8,16,29,0.49
5/17/05,5148,272,0,16,27,0.58
5/18/05,5148,272,0.2,21,29,0.68
5/19/05,5148,272,0,14,29,0.77
5/20/05,5148,272,9.2,14,30,0.85
5/21/05,5148,272,10.3,13,27,0.91
5/22/05,5148,272,0,11,20,0.97
5/23/05,5148,0,NA,NA,NA,0.99
5/24/05,5148,544,0,14,31,1
5/25/05,5148,0,NA,NA,NA,0.97
5/26/05,5148,544,0,11,31,0.92
5/27/05,5148,0,NA,NA,NA,0.85
5/28/05,5148,544,0,11,31,0.75
5/29/05,5148,0,NA,NA,NA,0.65
5/30/05,5148,544,31.5,15,31,0.53
5/31/05,5148,0,NA,NA,NA,0.42
6/1/05,5148,544,9.6,19,20,0.31
6/2/05,5148,272,39.8,19,25,0.22
6/3/05,5148,272,15.8,19,28,0.14
6/4/05,5148,272,24.8,20,26,0.07
6/5/05,5148,0,NA,NA,NA,0.03
6/6/05,5148,0,NA,NA,NA,0.01
6/7/05,5148,816,32.5,20,31,0
6/8/05,5148,272,1.2,21,30,0.02
6/9/05,5148,272,0.3,21,31,0.05
6/10/05,5148,272,5.4,21,30,0.1
6/11/05,5148,0,NA,NA,NA,0.17
6/12/05,5148,0,NA,NA,NA,0.24
6/13/05,5148,816,3.7,24,28,0.33
6/14/05,5148,272,8.2,23,31,0.42
6/15/05,5148,272,0,23,32,0.52
6/16/05,5148,272,0,21,31,0.61
6/17/05,5148,272,0,20,31,0.71
6/18/05,5148,272,0,20,29,0.8
6/19/05,5148,0,NA,NA,NA,0.88
6/20/05,5148,544,0,18,30,0.94
6/21/05,5148,0,NA,NA,NA,0.99
6/22/05,5148,544,0,16,29,1
6/23/05,5148,272,0,18,30,0.98
6/24/05,5148,272,0,19,32,0.94
6/25/05,5148,0,NA,NA,NA,0.87
6/26/05,5148,544,9,20,31,0.78
6/27/05,5148,272,17.2,21,29,0.67
6/28/05,5148,272,9,22,31,0.56
6/29/05,5148,272,15.7,22,25,0.45
6/30/05,5148,272,0.3,22,27,0.35
7/1/05,5148,0,NA,NA,NA,0.25
7/2/05,5148,544,5,21,33,0.17
7/3/05,5148,272,0,22,32,0.1
7/4/05,5148,0,NA,NA,NA,0.05
7/5/05,5148,544,30.8,21,32,0.02
7/6/05,5148,0,NA,NA,NA,0
7/7/05,5148,544,0,23,32,0.01
7/8/05,5148,0,NA,NA,NA,0.03
7/9/05,5148,544,0,20,33,0.07
7/10/05,5148,0,NA,NA,NA,0.12
7/11/05,5148,544,23,19,28,0.19
7/12/05,5148,0,NA,NA,NA,0.27
7/13/05,5148,544,2.1,22,31,0.36
7/14/05,5148,272,30.4,19,31,0.46
7/15/05,5148,0,NA,NA,NA,0.56
7/16/05,5148,544,21.2,21,30,0.66
7/17/05,5148,0,NA,NA,NA,0.76
7/18/05,5148,544,0,23,33,0.85
7/19/05,5148,272,1.6,23,33,0.92
7/20/05,5148,0,NA,NA,NA,0.97
7/21/05,5148,544,1.4,23,33,1
7/22/05,5148,0,NA,NA,NA,0.99
7/23/05,5148,544,0,22,33,0.95
7/24/05,5148,0,NA,NA,NA,0.89
7/25/05,5148,544,0,22,32,0.8
7/26/05,5148,0,NA,NA,NA,0.71
7/27/05,5148,544,0,23,36,0.6
7/28/05,5148,0,NA,NA,NA,0.49
7/29/05,5148,544,0,23,36,0.39
7/30/05,5148,0,NA,NA,NA,0.29
7/31/05,5148,0,NA,NA,NA,0.21
8/1/05,5148,0,NA,NA,NA,0.14
8/2/05,5148,0,NA,NA,NA,0.08
8/3/05,5148,0,NA,NA,NA,0.04
8/4/05,5148,0,NA,NA,NA,0.01
8/5/05,5148,0,NA,NA,NA,0
8/6/05,5148,0,NA,NA,NA,0.01
8/7/05,5148,0,NA,NA,NA,0.04
8/8/05,5148,0,NA,NA,NA,0.08
8/9/05,5148,0,NA,NA,NA,0.15
8/10/05,5148,0,NA,NA,NA,0.22
8/11/05,5148,0,NA,NA,NA,0.31
8/12/05,5148,0,NA,NA,NA,0.41
8/13/05,5148,0,NA,NA,NA,0.51
8/14/05,5148,0,NA,NA,NA,0.62
8/15/05,5148,0,NA,NA,NA,0.72
8/16/05,5148,0,NA,NA,NA,0.82
8/17/05,5148,0,NA,NA,NA,0.9
8/18/05,5148,0,NA,NA,NA,0.96
8/19/05,5148,0,NA,NA,NA,0.99
8/20/05,5148,0,NA,NA,NA,1
8/21/05,5148,0,NA,NA,NA,0.97
8/22/05,5148,0,NA,NA,NA,0.91
8/23/05,5148,0,NA,NA,NA,0.84
8/24/05,5148,0,NA,NA,NA,0.75
8/25/05,5148,0,NA,NA,NA,0.65
8/26/05,5148,0,NA,NA,NA,0.55
8/27/05,5148,0,NA,NA,NA,0.44
8/28/05,5148,0,NA,NA,NA,0.35
8/29/05,5148,0,NA,NA,NA,0.26
8/30/05,5148,0,NA,NA,NA,0.18
8/31/05,5148,0,NA,NA,NA,0.11
9/1/05,5148,0,NA,NA,NA,0.06
9/2/05,5148,0,NA,NA,NA,0.02
9/3/05,5148,0,NA,NA,NA,0
9/4/05,5148,0,NA,NA,NA,0
9/5/05,5148,0,NA,NA,NA,0.02
9/6/05,5148,0,NA,NA,NA,0.05
9/7/05,5148,0,NA,NA,NA,0.11
9/8/05,5148,0,NA,NA,NA,0.18
9/9/05,5148,0,NA,NA,NA,0.27
9/10/05,5148,0,NA,NA,NA,0.36
9/11/05,5148,0,NA,NA,NA,0.47
9/12/05,5148,0,NA,NA,NA,0.58
9/13/05,5148,0,NA,NA,NA,0.69
9/14/05,5148,0,NA,NA,NA,0.79
9/15/05,5148,0,NA,NA,NA,0.88
9/16/05,5148,0,NA,NA,NA,0.95
9/17/05,5148,0,NA,NA,NA,0.99
9/18/05,5148,0,NA,NA,NA,1
9/19/05,5148,0,NA,NA,NA,0.98
9/20/05,5148,0,NA,NA,NA,0.94
9/21/05,5148,0,NA,NA,NA,0.87
9/22/05,5148,0,NA,NA,NA,0.79
9/23/05,5148,0,NA,NA,NA,0.7
9/24/05,5148,0,NA,NA,NA,0.61
9/25/05,5148,0,NA,NA,NA,0.51
9/26/05,5148,0,NA,NA,NA,0.41
9/27/05,5148,0,NA,NA,NA,0.32
9/28/05,5148,0,NA,NA,NA,0.24
9/29/05,5148,0,NA,NA,NA,0.16
9/30/05,5148,0,NA,NA,NA,0.1
10/1/05,5148,0,NA,NA,NA,0.05
10/2/05,5148,0,NA,NA,NA,0.01
10/3/05,5148,0,NA,NA,NA,0
10/4/05,5148,0,NA,NA,NA,0.01
10/5/05,5148,0,NA,NA,NA,0.03
10/6/05,5148,0,NA,NA,NA,0.08
10/7/05,5148,0,NA,NA,NA,0.15
10/8/05,5148,0,NA,NA,NA,0.23
10/9/05,5148,0,NA,NA,NA,0.33
10/10/05,5148,0,NA,NA,NA,0.44
10/11/05,5148,0,NA,NA,NA,0.55
10/12/05,5148,0,NA,NA,NA,0.66
10/13/05,5148,0,NA,NA,NA,0.77
10/14/05,5148,0,NA,NA,NA,0.86
10/15/05,5148,0,NA,NA,NA,0.93
10/16/05,5148,0,NA,NA,NA,0.98
10/17/05,5148,0,NA,NA,NA,1
10/18/05,5148,0,NA,NA,NA,0.99
10/19/05,5148,0,NA,NA,NA,0.96
10/20/05,5148,0,NA,NA,NA,0.91
10/21/05,5148,0,NA,NA,NA,0.84
10/22/05,5148,0,NA,NA,NA,0.76
10/23/05,5148,0,NA,NA,NA,0.68
10/24/05,5148,0,NA,NA,NA,0.58
10/25/05,5148,0,NA,NA,NA,0.49
10/26/05,5148,0,NA,NA,NA,0.39
10/27/05,5148,0,NA,NA,NA,0.3
10/28/05,5148,0,NA,NA,NA,0.22
10/29/05,5148,0,NA,NA,NA,0.15
10/30/05,5148,0,NA,NA,NA,0.08
10/31/05,5148,0,NA,NA,NA,0.04
11/1/05,5148,0,NA,NA,NA,0.01
11/2/05,5148,0,NA,NA,NA,0
11/3/05,5148,0,NA,NA,NA,0.02
11/4/05,5148,0,NA,NA,NA,0.05
11/5/05,5148,0,NA,NA,NA,0.12
11/6/05,5148,0,NA,NA,NA,0.2
11/7/05,5148,0,NA,NA,NA,0.29
11/8/05,5148,0,NA,NA,NA,0.4
11/9/05,5148,0,NA,NA,NA,0.52
11/10/05,5148,0,NA,NA,NA,0.63
11/11/05,5148,0,NA,NA,NA,0.74
11/12/05,5148,0,NA,NA,NA,0.83
11/13/05,5148,0,NA,NA,NA,0.91
11/14/05,5148,0,NA,NA,NA,0.96
11/15/05,5148,0,NA,NA,NA,0.99
11/16/05,5148,0,NA,NA,NA,1
11/17/05,5148,0,NA,NA,NA,0.98
11/18/05,5148,0,NA,NA,NA,0.95
11/19/05,5148,0,NA,NA,NA,0.89
11/20/05,5148,0,NA,NA,NA,0.83
11/21/05,5148,0,NA,NA,NA,0.75
11/22/05,5148,0,NA,NA,NA,0.66
11/23/05,5148,0,NA,NA,NA,0.57
11/24/05,5148,0,NA,NA,NA,0.47
11/25/05,5148,0,NA,NA,NA,0.38
11/26/05,5148,0,NA,NA,NA,0.29
11/27/05,5148,0,NA,NA,NA,0.21
11/28/05,5148,0,NA,NA,NA,0.13
11/29/05,5148,0,NA,NA,NA,0.07
11/30/05,5148,0,NA,NA,NA,0.03
12/1/05,5148,0,NA,NA,NA,0
12/2/05,5148,0,NA,NA,NA,0.01
12/3/05,5148,0,NA,NA,NA,0.03
12/4/05,5148,0,NA,NA,NA,0.09
12/5/05,5148,0,NA,NA,NA,0.17
12/6/05,5148,0,NA,NA,NA,0.26
12/7/05,5148,0,NA,NA,NA,0.37
12/8/05,5148,0,NA,NA,NA,0.48
12/9/05,5148,0,NA,NA,NA,0.59
12/10/05,5148,0,NA,NA,NA,0.7
12/11/05,5148,0,NA,NA,NA,0.79
12/12/05,5148,0,NA,NA,NA,0.87
12/13/05,5148,0,NA,NA,NA,0.93
12/14/05,5148,0,NA,NA,NA,0.98
12/15/05,5148,0,NA,NA,NA,1
12/16/05,5148,0,NA,NA,NA,1
12/17/05,5148,0,NA,NA,NA,0.97
12/18/05,5148,0,NA,NA,NA,0.94
12/19/05,5148,0,NA,NA,NA,0.88
12/20/05,5148,0,NA,NA,NA,0.82
12/21/05,5148,0,NA,NA,NA,0.74
12/22/05,5148,0,NA,NA,NA,0.65
12/23/05,5148,0,NA,NA,NA,0.56
12/24/05,5148,0,NA,NA,NA,0.46
12/25/05,5148,0,NA,NA,NA,0.37
12/26/05,5148,0,NA,NA,NA,0.27
12/27/05,5148,0,NA,NA,NA,0.19
12/28/05,5148,0,NA,NA,NA,0.11
12/29/05,5148,0,NA,NA,NA,0.05
12/30/05,5148,0,NA,NA,NA,0.01
12/31/05,5148,0,NA,NA,NA,0
1/1/06,5148,0,NA,NA,NA,0.02
1/2/06,5148,0,NA,NA,NA,0.06
1/3/06,5148,0,NA,NA,NA,0.13
1/4/06,5148,0,NA,NA,NA,0.22
1/5/06,5148,24,NA,NA,NA,0.33
1/6/06,5148,24,NA,NA,NA,0.44
1/7/06,5148,24,0.1,-1,22,0.55
1/8/06,5148,0,NA,NA,NA,0.65
1/9/06,5148,48,0,1,19,0.75
1/10/06,5148,0,NA,NA,NA,0.83
1/11/06,5148,48,0,7,23.5,0.9
1/12/06,5148,24,6,11,23.5,0.95
1/13/06,5148,0,NA,NA,NA,0.98
1/14/06,5148,48,12.2,5,23,1
1/15/06,5148,0,NA,NA,NA,0.99
1/16/06,5148,48,0,0,13,0.97
1/17/06,5148,0,NA,NA,NA,0.93
1/18/06,5148,48,15.5,5,21,0.87
1/19/06,5148,24,0,-2,14,0.81
1/20/06,5148,0,NA,NA,NA,0.73
1/21/06,5148,0,NA,NA,NA,0.64
1/22/06,5148,72,1,-1,25,0.54
1/23/06,5148,0,NA,NA,NA,0.44
1/24/06,5148,48,4.7,9,13.5,0.34
1/25/06,5148,0,NA,NA,NA,0.25
1/26/06,5148,48,0,-2,20,0.16
1/27/06,5148,0,NA,NA,NA,0.08
1/28/06,5148,48,0,-1,15,0.03
1/29/06,5148,0,NA,NA,NA,0
1/30/06,5148,48,13.1,5.5,20.5,0.01
1/31/06,5148,24,3,6,19.5,0.04
2/1/06,5148,0,NA,NA,NA,0.1
2/2/06,5148,48,0,0,18.5,0.18
2/3/06,5148,24,7.8,12,19,0.28
2/4/06,5148,0,NA,NA,NA,0.39
2/5/06,5148,48,1.6,2,22.5,0.49
2/6/06,5148,0,NA,NA,NA,0.6
2/7/06,5148,48,0.4,-1,13,0.7
2/8/06,5148,0,NA,NA,NA,0.78
2/9/06,5148,48,0,-1,15,0.86
2/10/06,5148,0,NA,NA,NA,0.92
2/11/06,5148,0,NA,NA,NA,0.96
2/12/06,5148,72,10.7,-2.5,14,0.99
2/13/06,5148,0,NA,NA,NA,1
2/14/06,5148,48,0,-2,11,0.99
2/15/06,5148,0,NA,NA,NA,0.96
2/16/06,5148,48,0,-2,21,0.92
2/17/06,5148,0,NA,NA,NA,0.86
2/18/06,5148,48,0,6,25,0.79
2/19/06,5148,0,NA,NA,NA,0.71
2/20/06,5148,48,1.8,3,16,0.61
2/21/06,5148,24,4,4,14,0.51
2/22/06,5148,24,1.6,6,16,0.41
2/23/06,5148,24,5.2,13,18,0.3
2/24/06,5148,24,0,6,17,0.2
2/25/06,5148,0,NA,NA,NA,0.12
2/26/06,5148,48,36.2,5,21,0.05
2/27/06,5148,0,NA,NA,NA,0.01
2/28/06,5148,48,0,-2,23,0
3/1/06,5148,0,NA,NA,NA,0.02
3/2/06,5148,48,0,9,21,0.07
3/3/06,5148,0,NA,NA,NA,0.14
3/4/06,5148,48,0,0,22,0.23
3/5/06,5148,0,NA,NA,NA,0.33
3/6/06,5148,48,0,1,22,0.44
3/7/06,5148,0,NA,NA,NA,0.54
3/8/06,5148,48,0,1,21,0.64
3/9/06,5148,0,NA,NA,NA,0.73
3/10/06,5148,320,6,4,25.5,0.81
3/11/06,5148,0,NA,NA,NA,0.88
3/12/06,5148,320,0.2,14,31,0.93
3/13/06,5148,0,NA,NA,NA,0.97
3/14/06,5148,320,7,15,31,0.99
3/15/06,5148,0,NA,NA,NA,1
3/16/06,5148,320,0,4,24,0.99
3/17/06,5148,0,NA,NA,NA,0.96
3/18/06,5148,320,0,6,26,0.91
3/19/06,5148,0,NA,NA,NA,0.84
3/20/06,5148,320,0,4,18,0.76
3/21/06,5148,160,40.8,5,18,0.67
3/22/06,5148,160,0.3,4,16,0.57
3/23/06,5148,0,NA,NA,NA,0.46
3/24/06,5148,320,0.2,4,16,0.35
3/25/06,5148,0,NA,NA,NA,0.24
3/26/06,5148,320,0,0,17,0.15
3/27/06,5148,0,NA,NA,NA,0.07
3/28/06,5148,320,0,0,18,0.02
3/29/06,5148,0,NA,NA,NA,0
3/30/06,5148,320,0,9,25,0.01
3/31/06,5148,0,NA,NA,NA,0.05
4/1/06,5148,320,2.8,10,27,0.11
4/2/06,5148,0,NA,NA,NA,0.18
4/3/06,5148,320,0,14,31,0.28
4/4/06,5148,0,NA,NA,NA,0.37
4/5/06,5148,320,0,5,30,0.47
4/6/06,5148,0,NA,NA,NA,0.57
4/7/06,5148,320,0,5,30,0.66
4/8/06,5148,0,NA,NA,NA,0.75
4/9/06,5148,320,22.8,9,30,0.83
4/10/06,5148,0,NA,NA,NA,0.89
4/11/06,5148,320,0,4,21,0.94
4/12/06,5148,0,NA,NA,NA,0.98
4/13/06,5148,320,0,9,26,1
4/14/06,5148,0,NA,NA,NA,1
4/15/06,5148,320,0,15,31,0.98
4/16/06,5148,0,NA,NA,NA,0.94
4/17/06,5148,320,0,18,32,0.88
4/18/06,5148,0,NA,NA,NA,0.8
4/19/06,5148,320,12.2,10,30,0.71
4/20/06,5148,0,NA,NA,NA,0.61
4/21/06,5148,320,0,14,28,0.49
4/22/06,5148,0,NA,NA,NA,0.38
4/23/06,5148,320,4.4,15,27,0.27
4/24/06,5148,0,NA,NA,NA,0.17
4/25/06,5148,320,0,13,31,0.09
4/26/06,5148,0,NA,NA,NA,0.04
4/27/06,5148,320,22.5,17,30,0.01
4/28/06,5148,0,NA,NA,NA,0
4/29/06,5148,320,0,9,25,0.03
4/30/06,5148,0,NA,NA,NA,0.07
5/1/06,5148,320,0,9,23,0.14
5/2/06,5148,0,NA,NA,NA,0.22
5/3/06,5148,320,0,9,27,0.31
5/4/06,5148,0,NA,NA,NA,0.4
5/5/06,5148,320,0,14,28,0.5
